geography,subsector
47135,iron_steel
47135,pesticides_fertilizer
47135,pet_refinery
47135,pulp_paper
47137,cement_concrete
47137,food_bev
47137,iron_steel
47137,pesticides_fertilizer
47137,pet_refinery
47137,pulp_paper
47139,cement_concrete
47139,iron_steel
47139,pesticides_fertilizer
47139,pet_refinery
47139,pulp_paper
47141,cement_concrete
47141,chemical
47141,iron_steel
47141,pesticides_fertilizer
47141,pulp_paper
47143,cement_concrete
47143,chemical
47143,iron_steel
47143,pesticides_fertilizer
47143,pet_refinery
47143,pulp_paper
47145,cement_concrete
47145,chemical
47145,food_bev
47145,iron_steel
47145,pesticides_fertilizer
47145,pulp_paper
47147,cement_concrete
47147,pet_refinery
47147,pulp_paper
47149,cement_concrete
47149,pulp_paper
47151,cement_concrete
47151,chemical
47151,food_bev
47151,iron_steel
47151,pesticides_fertilizer
47151,pulp_paper
47153,cement_concrete
47153,iron_steel
47153,pesticides_fertilizer
47153,pet_refinery
47153,pulp_paper
47155,cement_concrete
47155,iron_steel
47155,pesticides_fertilizer
47155,pulp_paper
47157,cement_concrete
47159,cement_concrete
47159,food_bev
47159,iron_steel
47159,pesticides_fertilizer
47159,pet_refinery
47159,pulp_paper
47161,cement_concrete
47161,chemical
47161,food_bev
47161,iron_steel
47161,pesticides_fertilizer
47161,pet_refinery
47161,pulp_paper
47163,cement_concrete
47163,pesticides_fertilizer
47165,cement_concrete
47165,pesticides_fertilizer
47167,cement_concrete
47167,chemical
47167,iron_steel
47167,pesticides_fertilizer
47167,pet_refinery
47167,pulp_paper
47169,cement_concrete
47169,chemical
47169,iron_steel
47169,pesticides_fertilizer
47169,pet_refinery
47169,pulp_paper
47171,cement_concrete
47171,food_bev
47171,iron_steel
47171,pesticides_fertilizer
47171,pet_refinery
47171,pulp_paper
47173,cement_concrete
47173,chemical
47173,iron_steel
47173,pesticides_fertilizer
47173,pet_refinery
47173,pulp_paper
47175,cement_concrete
47175,chemical
47175,food_bev
47175,iron_steel
47175,pesticides_fertilizer
47175,pet_refinery
47175,pulp_paper
47177,cement_concrete
47177,pet_refinery
47177,pulp_paper
47179,cement_concrete
47179,iron_steel
47179,pet_refinery
47179,pulp_paper
47181,cement_concrete
47181,chemical
47181,food_bev
47181,iron_steel
47181,pesticides_fertilizer
47181,pet_refinery
47181,pulp_paper
47183,cement_concrete
47183,chemical
47183,iron_steel
47183,pesticides_fertilizer
47183,pet_refinery
47183,pulp_paper
47185,cement_concrete
47185,iron_steel
47185,pet_refinery
47185,pulp_paper
47187,cement_concrete
47187,iron_steel
47187,pesticides_fertilizer
47187,pulp_paper
47189,cement_concrete
47189,pesticides_fertilizer
47189,pulp_paper
48001,cement_concrete
48001,iron_steel
48001,pulp_paper
48003,cement_concrete
48003,chemical
48003,food_bev
48003,iron_steel
48003,pesticides_fertilizer
48003,pulp_paper
48005,cement_concrete
48005,pulp_paper
48007,cement_concrete
48007,chemical
48007,food_bev
48007,pesticides_fertilizer
48007,pet_refinery
48007,pulp_paper
48009,cement_concrete
48009,food_bev
48009,iron_steel
48009,pet_refinery
48009,pulp_paper
48011,cement_concrete
48011,chemical
48011,food_bev
48011,iron_steel
48011,other
48011,pesticides_fertilizer
48011,pet_refinery
48011,pulp_paper
48013,cement_concrete
48013,chemical
48013,iron_steel
48013,pesticides_fertilizer
48013,pulp_paper
48015,cement_concrete
48015,iron_steel
48015,pet_refinery
48015,pulp_paper
48017,cement_concrete
48017,iron_steel
48017,pet_refinery
48017,pulp_paper
48019,cement_concrete
48019,chemical
48019,food_bev
48019,pesticides_fertilizer
48019,pet_refinery
48019,pulp_paper
48021,cement_concrete
48021,chemical
48021,iron_steel
48021,pesticides_fertilizer
48021,pet_refinery
48021,pulp_paper
48023,cement_concrete
48023,chemical
48023,iron_steel
48023,pesticides_fertilizer
48023,pet_refinery
48023,pulp_paper
48025,cement_concrete
48025,chemical
48025,iron_steel
48025,pesticides_fertilizer
48025,pet_refinery
48025,pulp_paper
48027,cement_concrete
48027,pesticides_fertilizer
48027,pet_refinery
48027,pulp_paper
48029,pesticides_fertilizer
48031,cement_concrete
48031,chemical
48031,iron_steel
48031,pesticides_fertilizer
48031,pet_refinery
48031,pulp_paper
48033,cement_concrete
48033,chemical
48033,food_bev
48033,iron_steel
48033,other
48033,pesticides_fertilizer
48033,pet_refinery
48033,pulp_paper
48035,cement_concrete
48035,chemical
48035,iron_steel
48035,pesticides_fertilizer
48035,pet_refinery
48035,pulp_paper
48037,cement_concrete
48037,iron_steel
48037,pesticides_fertilizer
48037,pet_refinery
48039,cement_concrete
48039,pulp_paper
48041,cement_concrete
48041,pulp_paper
48043,cement_concrete
48043,chemical
48043,food_bev
48043,iron_steel
48043,pesticides_fertilizer
48043,pet_refinery
48043,pulp_paper
48045,cement_concrete
48045,chemical
48045,food_bev
48045,iron_steel
48045,pesticides_fertilizer
48045,pet_refinery
48045,pulp_paper
48047,cement_concrete
48047,chemical
48047,food_bev
48047,iron_steel
48047,pesticides_fertilizer
48047,pet_refinery
48047,pulp_paper
48049,cement_concrete
48049,chemical
48049,iron_steel
48049,pesticides_fertilizer
48049,pet_refinery
48049,pulp_paper
48051,cement_concrete
48051,iron_steel
48051,pet_refinery
48051,pulp_paper
48053,cement_concrete
48053,iron_steel
48053,pesticides_fertilizer
48053,pet_refinery
48053,pulp_paper
48055,cement_concrete
48055,chemical
48055,iron_steel
48055,pesticides_fertilizer
48055,pulp_paper
48057,cement_concrete
48057,iron_steel
48057,pulp_paper
48059,cement_concrete
48059,chemical
48059,iron_steel
48059,pesticides_fertilizer
48059,pet_refinery
48059,pulp_paper
48061,cement_concrete
48061,iron_steel
48061,pulp_paper
48063,cement_concrete
48063,chemical
48063,iron_steel
48063,pesticides_fertilizer
48063,pulp_paper
48065,cement_concrete
48065,chemical
48065,iron_steel
48065,pesticides_fertilizer
48065,pet_refinery
48065,pulp_paper
48067,cement_concrete
48067,iron_steel
48067,pesticides_fertilizer
48069,cement_concrete
48069,iron_steel
48069,pet_refinery
48069,pulp_paper
48071,cement_concrete
48071,iron_steel
48071,pulp_paper
48073,cement_concrete
48073,iron_steel
48073,pet_refinery
48073,pulp_paper
48075,cement_concrete
48075,chemical
48075,food_bev
48075,iron_steel
48075,pesticides_fertilizer
48075,pet_refinery
48075,pulp_paper
48077,cement_concrete
48077,chemical
48077,iron_steel
48077,pesticides_fertilizer
48077,pet_refinery
48077,pulp_paper
48079,cement_concrete
48079,food_bev
48079,iron_steel
48079,pesticides_fertilizer
48079,pet_refinery
48079,pulp_paper
48081,cement_concrete
48081,chemical
48081,food_bev
48081,iron_steel
48081,other
48081,pesticides_fertilizer
48081,pulp_paper
48083,cement_concrete
48083,chemical
48083,iron_steel
48083,pesticides_fertilizer
48083,pet_refinery
48083,pulp_paper
48085,cement_concrete
48087,cement_concrete
48087,chemical
48087,food_bev
48087,iron_steel
48087,pesticides_fertilizer
48087,pet_refinery
48087,pulp_paper
48089,cement_concrete
48089,iron_steel
48089,pesticides_fertilizer
48089,pulp_paper
48091,pesticides_fertilizer
48091,pulp_paper
48093,cement_concrete
48093,iron_steel
48093,pet_refinery
48093,pulp_paper
48095,cement_concrete
48095,chemical
48095,food_bev
48095,iron_steel
48095,pesticides_fertilizer
48095,pet_refinery
48095,pulp_paper
48097,cement_concrete
48097,iron_steel
48097,pet_refinery
48097,pulp_paper
48099,cement_concrete
48099,food_bev
48099,iron_steel
48099,pet_refinery
48099,pulp_paper
48101,cement_concrete
48101,chemical
48101,food_bev
48101,iron_steel
48101,other
48101,pesticides_fertilizer
48101,pet_refinery
48101,pulp_paper
48103,cement_concrete
48103,chemical
48103,food_bev
48103,iron_steel
48103,pesticides_fertilizer
48103,pet_refinery
48103,pulp_paper
48105,cement_concrete
48105,food_bev
48105,iron_steel
48105,pesticides_fertilizer
48105,pulp_paper
48107,cement_concrete
48107,chemical
48107,food_bev
48107,iron_steel
48107,pesticides_fertilizer
48107,pet_refinery
48107,pulp_paper
48109,cement_concrete
48109,chemical
48109,food_bev
48109,iron_steel
48109,pesticides_fertilizer
48109,pet_refinery
48109,pulp_paper
48111,cement_concrete
48111,iron_steel
48111,pet_refinery
48111,pulp_paper
48113,cement_concrete
48115,cement_concrete
48115,food_bev
48115,iron_steel
48115,pulp_paper
48117,cement_concrete
48117,iron_steel
48117,pesticides_fertilizer
48117,pet_refinery
48117,pulp_paper
48119,cement_concrete
48119,chemical
48119,food_bev
48119,iron_steel
48119,pesticides_fertilizer
48119,pet_refinery
48119,pulp_paper
48121,cement_concrete
48123,cement_concrete
48123,iron_steel
48123,pet_refinery
48123,pulp_paper
48125,cement_concrete
48125,chemical
48125,food_bev
48125,iron_steel
48125,other
48125,pesticides_fertilizer
48125,pet_refinery
48125,pulp_paper
48127,cement_concrete
48127,chemical
48127,food_bev
48127,iron_steel
48127,pesticides_fertilizer
48127,pet_refinery
48127,pulp_paper
48129,cement_concrete
48129,chemical
48129,food_bev
48129,iron_steel
48129,pesticides_fertilizer
48129,pet_refinery
48129,pulp_paper
48131,cement_concrete
48131,chemical
48131,food_bev
48131,iron_steel
48131,other
48131,pesticides_fertilizer
48131,pulp_paper
48133,cement_concrete
48133,chemical
48133,iron_steel
48133,pesticides_fertilizer
48133,pulp_paper
48135,pulp_paper
48137,cement_concrete
48137,chemical
48137,food_bev
48137,iron_steel
48137,pesticides_fertilizer
48137,pet_refinery
48137,pulp_paper
48141,cement_concrete
48141,pesticides_fertilizer
48141,pulp_paper
48143,cement_concrete
48143,chemical
48143,iron_steel
48143,pesticides_fertilizer
48143,pet_refinery
48143,pulp_paper
48145,cement_concrete
48145,iron_steel
48145,pet_refinery
48145,pulp_paper
48147,cement_concrete
48147,iron_steel
48147,pet_refinery
48147,pulp_paper
48149,cement_concrete
48149,pulp_paper
48151,cement_concrete
48151,chemical
48151,iron_steel
48151,pesticides_fertilizer
48151,pet_refinery
48151,pulp_paper
48153,cement_concrete
48153,chemical
48153,food_bev
48153,iron_steel
48153,pesticides_fertilizer
48153,pet_refinery
48153,pulp_paper
48155,cement_concrete
48155,chemical
48155,datacenter
48155,food_bev
48155,iron_steel
48155,pesticides_fertilizer
48155,pet_refinery
48155,pulp_paper
48157,cement_concrete
48157,pulp_paper
48159,cement_concrete
48159,chemical
48159,food_bev
48159,iron_steel
48159,pesticides_fertilizer
48159,pet_refinery
48159,pulp_paper
48161,cement_concrete
48161,food_bev
48161,iron_steel
48161,pet_refinery
48161,pulp_paper
48163,cement_concrete
48163,food_bev
48163,iron_steel
48163,pesticides_fertilizer
48163,pet_refinery
48163,pulp_paper
48165,cement_concrete
48165,iron_steel
48165,pulp_paper
48167,cement_concrete
48167,pesticides_fertilizer
48167,pulp_paper
48169,cement_concrete
48169,chemical
48169,iron_steel
48169,other
48169,pesticides_fertilizer
48169,pet_refinery
48169,pulp_paper
48171,cement_concrete
48171,iron_steel
48171,pesticides_fertilizer
48171,pet_refinery
48171,pulp_paper
48173,cement_concrete
48173,chemical
48173,food_bev
48173,iron_steel
48173,other
48173,pesticides_fertilizer
48173,pet_refinery
48173,pulp_paper
48175,cement_concrete
48175,chemical
48175,food_bev
48175,iron_steel
48175,other
48175,pesticides_fertilizer
48175,pet_refinery
48175,pulp_paper
48177,cement_concrete
48177,iron_steel
48177,pulp_paper
48179,cement_concrete
48179,food_bev
48179,iron_steel
48179,pesticides_fertilizer
48179,pulp_paper
48181,cement_concrete
48181,pulp_paper
48183,cement_concrete
48183,pulp_paper
48185,cement_concrete
48185,pesticides_fertilizer
48185,pet_refinery
48185,pulp_paper
48187,cement_concrete
48187,pesticides_fertilizer
48187,pulp_paper
48189,cement_concrete
48189,pet_refinery
48189,pulp_paper
48191,cement_concrete
48191,chemical
48191,food_bev
48191,iron_steel
48191,pesticides_fertilizer
48191,pet_refinery
48191,pulp_paper
48193,cement_concrete
48193,chemical
48193,iron_steel
48193,pesticides_fertilizer
48193,pet_refinery
48193,pulp_paper
48195,cement_concrete
48195,food_bev
48195,iron_steel
48195,pesticides_fertilizer
48195,pet_refinery
48195,pulp_paper
48197,cement_concrete
48197,chemical
48197,food_bev
48197,iron_steel
48197,pesticides_fertilizer
48197,pet_refinery
48197,pulp_paper
48199,cement_concrete
48199,iron_steel
48199,pesticides_fertilizer
48199,pulp_paper
48201,cement_concrete
48203,cement_concrete
48203,iron_steel
48203,pesticides_fertilizer
48203,pulp_paper
48205,cement_concrete
48205,chemical
48205,iron_steel
48205,other
48205,pesticides_fertilizer
48205,pet_refinery
48205,pulp_paper
48207,cement_concrete
48207,chemical
48207,iron_steel
48207,pesticides_fertilizer
48207,pet_refinery
48207,pulp_paper
48209,pet_refinery
48211,cement_concrete
48211,chemical
48211,food_bev
48211,iron_steel
48211,pesticides_fertilizer
48211,pet_refinery
48211,pulp_paper
48213,cement_concrete
48213,iron_steel
48213,pesticides_fertilizer
48213,pulp_paper
48215,cement_concrete
48215,pet_refinery
48215,pulp_paper
48217,cement_concrete
48217,iron_steel
48217,pet_refinery
48217,pulp_paper
48219,cement_concrete
48219,food_bev
48219,iron_steel
48219,pet_refinery
48219,pulp_paper
48221,cement_concrete
48221,iron_steel
48221,pet_refinery
48221,pulp_paper
48223,cement_concrete
48223,pesticides_fertilizer
48223,pet_refinery
48223,pulp_paper
48225,pesticides_fertilizer
48225,pet_refinery
48225,pulp_paper
48227,cement_concrete
48227,pesticides_fertilizer
48227,pulp_paper
48229,cement_concrete
48229,chemical
48229,iron_steel
48229,other
48229,pesticides_fertilizer
48229,pet_refinery
48229,pulp_paper
48231,cement_concrete
48231,iron_steel
48231,pet_refinery
48231,pulp_paper
48233,cement_concrete
48233,food_bev
48233,iron_steel
48233,pulp_paper
48235,cement_concrete
48235,chemical
48235,iron_steel
48235,other
48235,pesticides_fertilizer
48235,pet_refinery
48235,pulp_paper
48237,cement_concrete
48237,chemical
48237,food_bev
48237,iron_steel
48237,pesticides_fertilizer
48237,pet_refinery
48237,pulp_paper
48239,cement_concrete
48239,iron_steel
48239,pet_refinery
48239,pulp_paper
48241,cement_concrete
48241,iron_steel
48241,pesticides_fertilizer
48243,cement_concrete
48243,chemical
48243,iron_steel
48243,pesticides_fertilizer
48243,pet_refinery
48243,pulp_paper
48245,cement_concrete
48245,iron_steel
48245,pulp_paper
48247,cement_concrete
48247,chemical
48247,food_bev
48247,iron_steel
48247,pesticides_fertilizer
48247,pet_refinery
48247,pulp_paper
48249,cement_concrete
48249,food_bev
48249,pesticides_fertilizer
48249,pet_refinery
48249,pulp_paper
48251,cement_concrete
48251,pet_refinery
48251,pulp_paper
48253,cement_concrete
48253,iron_steel
48253,pesticides_fertilizer
48253,pet_refinery
48253,pulp_paper
48255,cement_concrete
48255,iron_steel
48255,pet_refinery
48255,pulp_paper
48257,cement_concrete
48257,pet_refinery
48259,cement_concrete
48259,pesticides_fertilizer
48259,pet_refinery
48259,pulp_paper
48261,cement_concrete
48261,chemical
48261,food_bev
48261,iron_steel
48261,other
48261,pesticides_fertilizer
48261,pet_refinery
48261,pulp_paper
48263,cement_concrete
48263,chemical
48263,food_bev
48263,iron_steel
48263,other
48263,pesticides_fertilizer
48263,pet_refinery
48263,pulp_paper
48265,cement_concrete
48265,iron_steel
48265,pesticides_fertilizer
48265,pet_refinery
48265,pulp_paper
48267,cement_concrete
48267,iron_steel
48267,pesticides_fertilizer
48267,pet_refinery
48267,pulp_paper
48269,cement_concrete
48269,chemical
48269,food_bev
48269,iron_steel
48269,other
48269,pesticides_fertilizer
48269,pet_refinery
48269,pulp_paper
48271,cement_concrete
48271,chemical
48271,food_bev
48271,iron_steel
48271,other
48271,pesticides_fertilizer
48271,pet_refinery
48271,pulp_paper
48273,cement_concrete
48273,iron_steel
48273,pesticides_fertilizer
48273,pet_refinery
48273,pulp_paper
48275,cement_concrete
48275,chemical
48275,iron_steel
48275,other
48275,pesticides_fertilizer
48275,pet_refinery
48275,pulp_paper
48277,cement_concrete
48277,iron_steel
48277,pulp_paper
48279,cement_concrete
48279,food_bev
48279,iron_steel
48279,pet_refinery
48279,pulp_paper
48281,cement_concrete
48281,iron_steel
48281,pet_refinery
48281,pulp_paper
48283,cement_concrete
48283,chemical
48283,food_bev
48283,iron_steel
48283,other
48283,pesticides_fertilizer
48283,pet_refinery
48283,pulp_paper
48285,cement_concrete
48285,iron_steel
48285,pet_refinery
48285,pulp_paper
48287,cement_concrete
48287,chemical
48287,iron_steel
48287,pesticides_fertilizer
48287,pet_refinery
48287,pulp_paper
48289,cement_concrete
48289,pet_refinery
48289,pulp_paper
48291,cement_concrete
48291,pesticides_fertilizer
48291,pulp_paper
48293,cement_concrete
48293,chemical
48293,food_bev
48293,iron_steel
48293,pesticides_fertilizer
48293,pet_refinery
48293,pulp_paper
48295,cement_concrete
48295,chemical
48295,iron_steel
48295,pesticides_fertilizer
48295,pet_refinery
48295,pulp_paper
48297,cement_concrete
48297,chemical
48297,food_bev
48297,iron_steel
48297,pesticides_fertilizer
48297,pulp_paper
48299,cement_concrete
48299,chemical
48299,iron_steel
48299,pesticides_fertilizer
48299,pet_refinery
48299,pulp_paper
48301,cement_concrete
48301,chemical
48301,food_bev
48301,iron_steel
48301,other
48301,pesticides_fertilizer
48301,pet_refinery
48301,pulp_paper
48303,cement_concrete
48303,pulp_paper
48305,cement_concrete
48305,chemical
48305,food_bev
48305,iron_steel
48305,pesticides_fertilizer
48305,pet_refinery
48305,pulp_paper
48307,cement_concrete
48307,chemical
48307,food_bev
48307,iron_steel
48307,pesticides_fertilizer
48307,pet_refinery
48307,pulp_paper
48309,pesticides_fertilizer
48309,pulp_paper
48311,cement_concrete
48311,chemical
48311,food_bev
48311,iron_steel
48311,other
48311,pesticides_fertilizer
48311,pet_refinery
48311,pulp_paper
48313,cement_concrete
48313,chemical
48313,iron_steel
48313,pesticides_fertilizer
48313,pet_refinery
